surface_habitable_logement,annee_construction,periode_construction,type_batiment,type_energie_principale_chauffage,type_generateur_chauffage_principal,emission_ges_chauffage,emission_ges_ecs,emission_ges_eclairage,emission_ges_5_usages,emission_ges_5_usages_par_m2,etiquette_ges,code_postal_ban,nom_commune_ban
21.5,1949.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",5.7,4.7,0.1,215.2,10.0,B,69510.0,Soucieu-en-Jarrest
54.0,2001.0,2001-2005,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",103.6,113.7,7.2,241.8,4.0,A,49400.0,Saumur
35.7,1900.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",87.2,101.6,4.8,199.2,5.5,A,59100.0,Roubaix
132.4,2006.0,2006-2012,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",825.1,173.4,17.6,1019.2,7.0,B,17290.0,Ballon
75.3,1968.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 1986-2000,1695.0,268.0,10.3,1982.4,26.0,C,84200.0,Carpentras
156.0,,1978-1982,maison,Électricité,PAC air/eau installée après 2017,716.7,154.0,20.8,912.0,5.0,A,49680.0,Neuillé
116.1,2015.0,2013-2021,maison,Gaz naturel,Chaudière gaz standard 2001-2015,2473.9,535.1,15.4,3082.6,26.5,C,86000.0,Poitiers
92.0,1960.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation après 2015,5.7,2.4,0.2,2220.9,24.1,C,24300.0,Nontron
45.0,1948.0,1948-1974,appartement,Gaz naturel,radiateur à gaz indépendant ou autonome avant 2006,15.2,2.7,0.2,2090.3,46.4,D,17300.0,Rochefort
70.5,1963.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,635.1,449.5,8.9,1140.0,16.0,C,89000.0,Auxerre
71.9,1971.0,1948-1974,appartement,Gaz naturel,Chaudière(s) gaz multi bâtiment modélisée comme un réseau de chaleur,1089.4,399.2,9.0,1512.7,21.0,C,10450.0,Bréviandes
21.9,2016.0,2013-2021,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",24.1,54.8,2.9,90.1,4.0,A,13003.0,Marseille
78.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,4421.7,480.4,10.4,4928.3,63.0,E,16150.0,Chabanais
83.8,1949.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation après 2015,5000.6,368.0,10.5,5395.9,64.3,E,10300.0,Sainte-Savine
63.8,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température après 2015,2344.7,431.1,8.3,2794.2,43.8,D,13014.0,Marseille
98.7,1947.0,avant 1948,appartement,Fioul domestique,Chaudière fioul classique 1970-1975,11334.6,1232.5,12.4,12608.3,127.0,G,57510.0,Puttelange-aux-Lacs
58.0,1982.0,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1097.4,339.5,8.0,1460.8,25.0,C,59650.0,Villeneuve-d'Ascq
60.0,1958.0,1948-1974,maison,Électricité,Radiateur électrique à accumulation,277.4,114.8,7.8,408.5,6.0,B,35400.0,Saint-Malo
59.8,1960.0,1948-1974,maison,Électricité,Autres émetteurs à effet joule,1175.6,114.5,7.8,1297.9,21.6,C,78470.0,Saint-Rémy-lès-Chevreuse
61.9,2008.0,2006-2012,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,660.7,379.8,8.1,1052.3,17.0,C,22120.0,Yffiniac
46.3,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",634.9,128.7,6.0,769.8,16.6,C,80120.0,Fort-Mahon-Plage
63.0,1945.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",353.9,118.2,1.4,477.6,7.5,B,51190.0,Le Mesnil-sur-Oger
109.6,,1978-1982,maison,Électricité,Radiateur électrique à accumulation,889.4,151.0,14.3,1091.2,9.0,B,95220.0,Herblay-sur-Seine
90.0,,1948-1974,maison,Gaz naturel,Chaudière gaz classique 1981-1985,6274.5,135.1,11.7,6436.4,71.0,F,59220.0,Denain
28.9,1984.0,1983-1988,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",213.5,103.9,3.9,333.6,11.0,B,4400.0,Enchastrayes
84.2,1949.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",330.5,124.7,11.0,465.8,5.5,A,34090.0,Montpellier
31.0,1986.0,1983-1988,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",1.7,4.0,0.1,155.0,5.0,A,35000.0,Rennes
286.3,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,24282.5,1083.7,36.7,25463.6,88.0,F,42460.0,Cuinzier
94.2,1900.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,10156.5,1131.1,12.1,11315.1,120.0,G,1250.0,Jasseron
127.2,1948.0,1948-1974,maison,Fioul domestique,Chaudière fioul standard 1991-2015,8388.1,1101.2,16.0,9530.1,74.0,F,57800.0,Cocheren
52.7,1985.0,1983-1988,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,594.5,400.3,6.6,1000.9,19.0,C,52200.0,old Langres
54.9,1949.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",5.0,2.5,0.1,384.0,7.0,B,30460.0,Lasalle
42.1,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1322.9,311.0,5.5,1658.9,39.0,D,56100.0,Lorient
62.0,1980.0,1978-1982,appartement,GPL,Chaudière gpl/propane/butane à condensation après 2015,912.1,1037.2,2.3,1666.9,26.8,C,57800.0,Cocheren
109.8,2005.0,2006-2012,maison,Électricité,PAC air/air installée à partir de 2015,315.8,148.1,14.4,532.3,4.0,A,83170.0,Brignoles
105.0,,1948-1974,maison,Électricité,"radiateur électrique NFC, NF** et NF***",702.6,129.0,13.7,845.4,8.0,B,34120.0,Nézignan-l'Évêque
110.0,1995.0,1989-2000,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",695.9,133.0,15.0,843.9,7.0,B,33127.0,Martignas-sur-Jalle
63.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,455.6,291.7,2.4,688.2,10.9,B,35700.0,Rennes
81.0,,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,2294.6,476.7,10.8,2841.4,35.0,D,16470.0,Saint-Michel
85.0,1989.0,1989-2000,maison,Électricité,"radiateur électrique NFC, NF** et NF***",187.0,106.4,11.1,308.8,3.0,A,13430.0,Eyguières
77.7,1978.0,1978-1982,appartement,Gaz naturel,Chaudière gaz classique 1986-1990,900.1,1054.3,10.2,2012.6,25.0,C,6150.0,Cannes
64.0,,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3895.5,492.4,8.2,4423.1,69.0,E,42600.0,Montbrison
80.0,1990.0,1989-2000,appartement,Électricité,Radiateur électrique à accumulation,303.5,141.0,10.3,488.8,6.0,B,69003.0,Lyon
69.0,1968.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,651.5,310.9,2.6,888.0,12.9,C,94430.0,Chennevières-sur-Marne
73.7,1947.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",816.8,119.3,10.0,946.2,12.0,C,84240.0,La Tour-d'Aigues
65.0,1957.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,743.7,580.8,8.5,1363.1,20.0,C,93100.0,Montreuil
54.0,1959.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1858.7,341.9,7.0,2241.4,41.0,D,50250.0,La Haye
153.0,,avant 1948,maison,Gaz naturel,radiateur à gaz indépendant ou autonome avant 2006,4287.4,534.1,19.6,4855.1,31.0,D,42190.0,Chandon
72.5,,2006-2012,appartement,Électricité,PAC air/air installée entre 2008 et 2014,134.2,130.0,9.5,309.6,4.0,A,83600.0,Fréjus
89.9,1971.0,1948-1974,appartement,Fioul domestique,Chaudière fioul classique 1976-1980,5359.5,930.3,11.3,6325.9,70.0,F,67500.0,Haguenau
33.1,1947.0,avant 1948,maison,Bois – Bûches,Poêle bûche installé entre 1990 et 2004,458.8,77.7,4.3,540.9,16.0,C,30450.0,Aujac
18.1,2006.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",29.1,81.0,2.4,119.2,6.0,A,92140.0,Clamart
91.7,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3410.1,444.3,12.0,3922.9,42.0,D,34500.0,Béziers
59.2,2009.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",242.8,109.8,1.4,347.3,5.8,A,93140.0,Bondy
33.6,1991.0,1989-2000,appartement,Électricité,Radiateur électrique à accumulation,124.2,95.8,4.6,238.8,7.0,B,31500.0,Toulouse
25.8,1930.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1152.3,258.7,3.4,1426.0,55.2,E,27400.0,Louviers
62.6,1950.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 1991-2000,5102.5,494.8,8.2,5624.6,89.0,F,77310.0,Saint-Fargeau-Ponthierry
102.6,1945.0,avant 1948,maison,Électricité,Poêle à granulés flamme verte installé à partir de 2020,536.3,145.0,12.9,714.2,6.9,B,57570.0,Cattenom
63.9,1949.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1782.3,437.3,8.0,2276.4,35.6,D,88600.0,Aydoilles
26.1,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",194.6,79.1,3.4,287.2,11.0,B,22000.0,Saint-Brieuc
172.1,,1948-1974,maison,Fioul domestique,Chaudière fioul standard 1991-2015,14450.3,159.3,22.9,14668.4,85.0,F,37220.0,Brizay
150.0,1974.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,5879.8,801.7,19.6,6748.5,44.9,D,91460.0,Marcoussis
45.8,2012.0,2013-2021,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,51.3,296.5,5.9,379.2,8.0,B,74600.0,Annecy
63.9,,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2171.0,1002.1,8.4,3190.4,49.0,D,13009.0,Marseille
77.6,,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,1946.8,355.9,10.1,2344.9,30.0,D,59540.0,Caudry
65.0,1970.0,1948-1974,maison,Bois – Bûches,insert installé entre 1990 et 2004,1006.0,148.1,8.8,1162.9,17.8,C,12330.0,Valady
120.5,1947.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,597.5,125.9,16.0,759.0,6.0,B,16370.0,Cherves-Richemont
111.5,1947.0,avant 1948,maison,Électricité,PAC air/air installée entre 2008 et 2014,1038.3,127.2,14.8,1200.0,10.0,B,37370.0,Saint-Christophe-sur-le-Nais
87.8,1945.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",462.8,149.6,11.3,614.5,7.0,B,63410.0,Vitrac
51.0,,1989-2000,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1060.1,115.1,6.7,1215.1,23.0,C,59580.0,Aniche
89.7,,1989-2000,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",543.6,130.0,11.9,713.6,7.0,B,79340.0,Les Forges
43.0,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2516.2,397.8,5.5,2931.0,68.0,E,63100.0,Clermont-Ferrand
23.1,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",285.8,91.3,2.9,380.0,16.0,C,54000.0,Nancy
110.0,1983.0,1983-1988,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",433.5,144.5,15.0,626.6,5.0,A,40530.0,Labenne
31.0,1990.0,1989-2000,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1213.1,365.1,3.9,1593.3,51.0,E,54200.0,Bicqueley
52.0,2020.0,2013-2021,appartement,Électricité,Radiateur électrique à accumulation,118.0,78.3,6.9,212.8,4.0,A,86130.0,Dissay
48.0,1976.0,1975-1977,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",175.7,160.4,1.1,320.1,6.7,B,30126.0,Saint-Laurent-des-Arbres
34.6,1970.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",171.2,80.0,4.5,255.7,7.3,B,83310.0,Cogolin
27.5,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,2895.6,485.6,3.5,3397.9,123.0,G,63000.0,Clermont-Ferrand
94.0,1900.0,avant 1948,maison,Électricité,PAC air/eau installée après 2017,543.0,41.5,12.5,652.4,6.9,B,79290.0,Brion-près-Thouet
51.0,1978.0,1978-1982,appartement,Bois – Bûches,Chaudière bois bûche 2013-2017,280.6,104.1,6.5,420.9,8.0,B,1510.0,Artemare
22.2,1950.0,1948-1974,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",4.6,5.9,0.1,217.7,9.8,B,56400.0,Sainte-Anne-d'Auray
51.4,1945.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",228.6,108.9,6.7,308.4,6.0,B,91160.0,Longjumeau
54.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard après 2015,1608.3,465.1,7.2,2119.7,39.0,D,44400.0,Rezé
67.8,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,3314.8,460.8,8.7,3817.4,56.0,E,38230.0,Pont-de-Chéruy
59.3,1962.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,5253.8,101.3,7.7,5376.5,90.0,F,77500.0,Chelles
64.0,1983.0,1983-1988,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",410.9,132.9,8.3,579.3,9.0,B,92250.0,La Garenne-Colombes
122.1,2013.0,2013-2021,maison,Électricité,PAC air/air installée à partir de 2015,125.5,115.2,16.0,298.1,2.0,A,13200.0,Arles
130.0,1961.0,1948-1974,maison,Gaz naturel,Chaudière gaz standard 1991-2000,9139.2,531.5,16.3,9620.0,74.0,F,51150.0,Juvigny
55.8,1982.0,1978-1982,maison,Propane,Chaudière gpl/propane/butane à condensation 2001-2015,1801.3,408.8,7.6,2228.1,39.9,D,32190.0,Castillon-Debats
58.4,1948.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",457.6,107.2,7.3,572.1,9.0,B,89100.0,Villeroy
136.6,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul basse température 1991-2015,3679.4,151.3,18.2,3881.8,28.0,C,72600.0,Villeneuve-en-Perseigne
33.1,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,321.3,425.4,1.3,635.9,19.1,C,91350.0,Grigny
58.0,2005.0,2006-2012,appartement,Gaz naturel,Chaudière gaz basse température après 2015,623.5,473.5,7.6,1134.7,19.0,C,59000.0,Lille
68.0,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,3322.7,430.0,8.7,3797.8,55.0,E,74000.0,Annecy
36.1,1948.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,700.8,94.4,4.8,814.4,22.0,C,37300.0,Joué-lès-Tours
76.0,1975.0,1975-1977,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,2157.7,93.4,9.8,2304.7,30.0,D,69700.0,Givors
58.7,2008.0,2006-2012,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",203.8,130.3,7.7,364.9,6.0,B,59650.0,Villeneuve-d'Ascq
79.5,,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1289.9,424.8,10.2,1766.7,22.0,C,69003.0,Lyon
55.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1096.6,457.4,2.0,1442.9,26.2,C,28110.0,Lucé
64.1,,2013-2021,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,194.5,90.4,8.2,319.7,4.0,A,21000.0,Dijon
42.0,,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,481.6,73.2,5.5,560.3,13.3,C,75018.0,Paris
56.3,2009.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",208.9,134.9,7.3,337.6,6.0,B,77127.0,Lieusaint
116.3,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz standard 2001-2015,3124.6,484.3,14.9,3640.1,31.0,D,69380.0,Lozanne
48.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,4784.0,699.9,6.3,5503.1,114.0,G,50410.0,Margueray
53.0,,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,1128.1,985.9,7.2,2151.7,40.0,D,33700.0,Mérignac
41.6,2010.0,2006-2012,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,3.5,0.6,0.1,208.0,5.0,A,35000.0,Rennes
79.8,1974.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1793.4,133.6,10.4,1937.3,24.2,C,6740.0,Châteauneuf-Grasse
30.3,,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",150.0,112.6,4.0,278.3,9.0,B,35400.0,Saint-Malo
96.3,1948.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1377.4,159.4,12.1,1576.9,16.0,C,10390.0,Verrières
155.0,1949.0,1948-1974,maison,Bois – Bûches,insert installé entre 1990 et 2004,925.1,151.6,20.6,1097.4,7.0,B,79350.0,Chiché
29.0,1989.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",54.8,90.6,3.9,158.7,5.0,A,33000.0,Bordeaux
155.0,2017.0,2013-2021,maison,Électricité,PAC air/eau installée après 2017,158.8,37.7,20.6,236.3,1.0,A,17320.0,Marennes-Hiers-Brouage
55.7,1957.0,1948-1974,appartement,Électricité,PAC air/air installée à partir de 2015,112.8,105.0,7.3,236.2,4.2,A,6000.0,Nice
68.0,2011.0,2006-2012,appartement,Électricité,Radiateur électrique à accumulation,2.4,2.2,0.1,272.0,4.0,A,69300.0,Caluire-et-Cuire
40.6,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,233.7,106.4,5.1,345.2,8.0,B,67200.0,Strasbourg
90.2,1900.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",1537.5,132.0,11.8,1681.3,18.6,C,76320.0,Caudebec-lès-Elbeuf
81.3,1950.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1649.4,429.1,10.6,2136.1,26.2,C,62820.0,Libercourt
61.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,376.3,356.8,8.3,764.6,12.0,C,47800.0,Miramont-de-Guyenne
83.6,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1773.1,130.8,10.9,1962.1,23.4,C,62320.0,Rouvroy
40.1,,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",158.4,81.0,5.3,250.8,6.0,B,44490.0,Le Croisic
44.0,1947.0,avant 1948,appartement,Électricité,PAC air/air installée à partir de 2015,162.7,63.1,5.8,240.0,5.0,A,13710.0,Fuveau
33.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1055.3,407.8,1.3,1369.2,41.4,D,13140.0,Miramas
74.0,1984.0,1983-1988,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",501.3,198.0,1.6,664.9,9.0,B,62800.0,LIEVIN
92.0,1947.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,585.6,144.2,12.0,790.1,8.0,B,62136.0,Richebourg
79.5,,1983-1988,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",606.7,108.8,10.6,762.5,9.0,B,86540.0,Thuré
58.7,1914.0,avant 1948,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,2241.0,253.3,7.7,2518.5,42.0,D,75016.0,Paris
83.2,1947.0,avant 1948,appartement,Électricité,Chaudière électrique,776.7,132.5,10.7,932.3,11.0,C,74430.0,Le Biot
21.0,1989.0,1989-2000,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,119.2,139.7,2.6,272.0,12.0,B,67000.0,Strasbourg
48.0,,1978-1982,maison,Électricité,"radiateur électrique NFC, NF** et NF***",292.6,93.7,6.4,429.1,8.0,B,79100.0,Thouars
41.5,1947.0,avant 1948,appartement,Bois – Bûches,insert installé entre 1990 et 2004,218.1,89.6,5.4,313.0,7.0,B,6380.0,Moulinet
103.0,,avant 1948,maison,Gaz naturel,Chaudière gaz standard 1991-2000,4962.1,481.1,13.7,5474.4,53.0,E,18000.0,Bourges
135.6,,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",956.3,157.7,18.5,1132.5,8.0,B,64240.0,Hasparren
27.4,1990.0,1989-2000,appartement,Électricité,Plancher ou plafond rayonnant électrique sans régulation terminale,305.1,226.6,3.5,546.8,19.0,C,73210.0,La Plagne Tarentaise
136.9,1975.0,1975-1977,maison,Gaz naturel,Chaudière gaz à condensation après 2015,7720.0,128.7,17.9,7898.0,57.7,E,6460.0,Saint-Vallier-de-Thiey
65.9,2005.0,2006-2012,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1302.0,445.8,8.8,1793.8,27.0,C,17440.0,Aytré
64.2,1949.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",5.8,2.3,0.1,522.3,8.1,B,8200.0,Wadelincourt
267.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul à condensation 1996-2015,10115.5,1227.4,34.8,11408.0,42.0,D,35490.0,Vieux-Vy-sur-Couesnon
26.5,1989.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",81.4,56.6,3.5,152.7,5.0,A,34090.0,Montpellier
49.6,1947.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",325.7,97.2,6.5,465.8,9.0,B,28400.0,Nogent-le-Rotrou
170.0,1949.0,1948-1974,maison,Électricité,"radiateur électrique NFC, NF** et NF***",1673.2,178.1,22.2,1873.4,11.0,C,78610.0,Saint-Léger-en-Yvelines
135.0,1978.0,1978-1982,maison,Électricité,"radiateur électrique NFC, NF** et NF***",1174.4,166.9,17.3,1378.3,10.0,B,15130.0,Lafeuillade-en-Vézie
19.6,1991.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",81.1,96.6,2.6,199.4,10.1,B,49000.0,Angers
120.0,1965.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",271.1,114.6,15.7,414.5,3.0,A,11480.0,La Palme
39.5,1947.0,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,300.2,99.3,5.2,412.0,10.0,B,59000.0,Lille
110.7,1970.0,1948-1974,maison,Fioul domestique,Chaudière fioul classique 1970-1975,8386.2,1576.3,14.7,9991.8,90.2,F,41350.0,Huisseau-sur-Cosson
209.4,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,5050.4,541.9,28.5,5678.5,27.0,C,47120.0,Loubès-Bernac
147.1,1947.0,avant 1948,maison,GPL,Chaudière gpl/propane/butane standard 2001-2015,4905.8,621.8,19.6,5560.4,37.0,D,49800.0,Sarrigné
34.7,1945.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1023.6,777.8,1.3,1596.4,46.0,D,22800.0,Quintin
18.1,2022.0,après 2021,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,155.4,358.3,2.5,529.2,29.0,C,32000.0,Auch
130.2,1947.0,avant 1948,maison,GPL,Chaudière gpl/propane/butane standard 2001-2015,8485.4,138.3,16.4,8657.1,66.0,E,54450.0,Blâmont
170.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique 1981-1990,12052.7,172.3,21.4,12266.3,72.0,F,88310.0,Cornimont
16.1,1996.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",41.9,77.5,2.1,128.4,7.0,A,72000.0,Le Mans
67.1,2013.0,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,920.9,464.4,8.7,1416.0,21.0,C,94250.0,Gentilly
82.0,1920.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,2336.6,141.9,10.3,2531.3,30.8,D,67140.0,Eichhoffen
50.3,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,250.6,107.1,6.5,383.6,7.0,B,69006.0,Lyon
65.3,1900.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",8.1,2.2,0.2,655.6,10.0,B,7200.0,Mercuer
104.0,2006.0,2006-2012,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,2649.5,481.7,13.3,3201.0,30.0,D,42700.0,Firminy
70.0,1937.0,avant 1948,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,2672.5,251.3,9.1,2971.5,42.0,D,94200.0,Ivry-sur-Seine
50.3,2001.0,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",100.9,131.0,6.7,267.6,5.0,A,49300.0,Cholet
50.4,,avant 1948,maison,Bois – Bûches,insert installé entre 1990 et 2004,536.3,428.8,6.6,971.7,19.0,C,35230.0,Orgères
47.5,1960.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3961.7,418.4,6.2,4403.4,92.7,F,62200.0,Boulogne-sur-Mer
180.0,1983.0,1983-1988,maison,Bois – Bûches,PAC air/eau installée entre 2015 et 2016,536.7,142.6,24.5,851.4,4.0,A,47150.0,Lacapelle-Biron
120.0,2000.0,1989-2000,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1196.6,141.7,15.6,1373.6,11.0,C,56230.0,Questembert
39.3,1900.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",549.3,77.8,4.9,631.9,16.0,C,70300.0,Luxeuil-les-Bains
67.6,,2001-2005,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,676.3,123.1,8.7,844.5,12.0,C,71850.0,Charnay-lès-Mâcon
30.1,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1529.2,350.3,3.9,1895.4,63.0,E,91270.0,Vigneux-sur-Seine
109.5,1947.0,avant 1948,maison,Fioul domestique,Poêle fioul ou GPL ou charbon,9919.2,164.3,14.3,10097.8,92.0,F,80150.0,Noyelles-en-Chaussée
36.2,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",279.2,65.9,4.8,370.7,10.0,B,53000.0,Laval
48.7,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1776.5,237.3,6.6,2048.6,42.0,D,31700.0,Blagnac
49.0,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,3724.1,453.8,6.5,4219.6,86.0,F,49100.0,Angers
105.0,,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,12222.5,474.6,14.0,12728.2,121.0,G,79210.0,Saint-Hilaire-la-Palud
112.9,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz standard 2001-2015,3547.8,486.4,14.7,4080.3,36.0,D,95120.0,Ermont
80.0,1945.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique 1981-1990,6315.0,132.3,10.6,6480.0,81.0,F,41360.0,Savigny-sur-Braye
